year4,sampledate,daynum,month,hour,tot_precip,avg_air_temp,avg_rel_hum,avg_wind_speed_1m,avg_wind_speed_2m,avg_wind_speed_3m,avg_wind_dir,avg_barom_pres,sat_vapor_pres,avg_vapor_pres,avg_par,evaporative_heat_flux,sensible_heat_flux,avg_opt_do_raw,avg_opt_dosat_raw,avg_opt_wtemp,avg_gpn_do,avg_gpn_dosat,avg_gpn_wtemp,flag_tot_precip,flag_avg_air_temp,flag_avg_rel_hum,flag_avg_wind_speed_1m,flag_avg_wind_speed_2m,flag_avg_wind_speed_3m,flag_avg_wind_dir,flag_avg_barom_pres,flag_sat_vapor_pres,flag_avg_vapor_pres,flag_avg_par,flag_evaporative_heat_flux,flag_sensible_heat_flux,flag_avg_gpn_do,flag_avg_gpn_dosat,flag_avg_gpn_wtemp,flag_avg_opt_do_raw,flag_avg_opt_dosat_raw,flag_avg_opt_wtemp
2016,5/26/2016 0:00,147,5,1800,,20.435,75.042,,0.898,,135.57,,2.401,1.801,42.275,,,10.06,109.64,19.54,,,,,,,,,,,,,,,,,,,,,,
2016,5/26/2016 0:00,147,5,1900,,18.863,84.11,,0.747,,207.82,,2.178,1.831,4.777,,,10.03,109.33,19.55,,,,,,,,,,,,,,,,,,,,,,
2016,5/26/2016 0:00,147,5,2000,,17.283,86.68,,0.933,,195.12,,1.972,1.709,0,,,9.98,108.74,19.54,,,,,,,,,,,,,,,,,,,,,,
2016,5/26/2016 0:00,147,5,2100,,16.342,88.318,,1.09,,192.13,,1.857,1.64,0,,,9.94,108.13,19.47,,,,,,,,,,,,,,,,,,,,,,
2016,5/26/2016 0:00,147,5,2200,,16.103,87.573,,1.028,,193.52,,1.829,1.602,0,,,9.95,108.12,19.41,,,,,,,,,,,,,,,,,,,,,,
2016,5/26/2016 0:00,147,5,2300,,16.827,79.53,,1.515,,199.62,,1.915,1.523,0,,,9.97,108.17,19.3,,,,,,,,,,,,,,,,,,,,,,
2016,5/27/2016 0:00,148,5,0,,16.367,79.872,,0.882,,209.23,,1.86,1.486,0,,,9.96,107.82,19.19,,,,,,,,,,,,,,,,,,,,,,
2016,5/27/2016 0:00,148,5,100,,15.152,85.51,,0.617,,260.73,,1.721,1.471,0,,,9.97,107.81,19.13,,,,,,,,,,,,,,,,,,,,,,
2016,5/27/2016 0:00,148,5,200,,13.772,88.43,,0.825,,225.28,,1.574,1.392,0,,,9.95,107.46,19.06,,,,,,,,,,,,,,,,,,,,,,
2016,5/27/2016 0:00,148,5,300,,13.162,89.152,,0.87,,200.75,,1.513,1.349,0,,,9.92,106.74,18.89,,,,,,,,,,,,,,,,,,,,,,
2016,5/27/2016 0:00,148,5,400,,12.698,89.127,,0.883,,189.12,,1.468,1.308,15.205,,,9.93,106.46,18.75,,,,,,,,,,,,,,,,,,,,,,
2016,5/27/2016 0:00,148,5,500,,13.255,88.645,,0.575,,132.1,,1.522,1.349,75.515,,,9.91,106.11,18.67,,,,,,,,,,,,,,,,,,,,,,
2016,5/27/2016 0:00,148,5,600,,15.308,82.523,,0.578,,170.18,,1.742,1.434,302.13,,,9.91,106.36,18.8,,,,,,,,,,,,,,,,,,,,,,
2016,5/27/2016 0:00,148,5,700,,18.463,70.417,,1.045,,213.7,,2.125,1.494,350.598,,,9.9,106.99,19.11,,,,,,,,,,,,,,,,,,,,,,
2016,5/27/2016 0:00,148,5,800,,19.733,62.495,,1.205,,144.32,,2.299,1.436,136.667,,,9.94,107.41,19.14,,,,,,,,,,,,,,,,,,,,,,
2016,5/27/2016 0:00,148,5,900,,19.555,65.207,,1.035,,73.22,,2.274,1.482,170.552,,,9.95,107.83,19.26,,,,,,,,,,,,,,,,,,,,,,
2016,5/27/2016 0:00,148,5,1000,,19.795,66.473,,1.602,,84.97,,2.308,1.534,218.89,,,9.97,108.13,19.31,,,,,,,,,,,,,,,,,,,,,,
2016,5/27/2016 0:00,148,5,1100,,20.153,66.155,,1.873,,118.97,,2.359,1.561,160.78,,,9.98,108.39,19.37,,,,,,,,,,,,,,,,,,,,,,
2016,5/27/2016 0:00,148,5,1200,,20.057,68.842,,1.437,,131.8,,2.345,1.614,136.205,,,9.98,108.46,19.39,,,,,,,,,,,,,,,,,,,,,,
2016,5/27/2016 0:00,148,5,1300,,20.298,68.222,,1.618,,89.3,,2.38,1.624,171.593,,,10.01,108.82,19.41,,,,,,,,,,,,,,,,,,,,,,
2016,5/27/2016 0:00,148,5,1400,,21.093,64.175,,2.442,,119.92,,2.5,1.604,142.559,,,10.04,109.21,19.46,,,,,,,,,,,,,,,,,,,,,,
2016,5/27/2016 0:00,148,5,1500,,20.205,70.663,,1.627,,131.18,,2.372,1.666,58.575,,,10.03,109.13,19.45,,,,,,,,,,,,,,,,,,,,,,
2016,5/27/2016 0:00,148,5,1600,,19.572,77.793,,1.025,,54.22,,2.276,1.77,95.983,,,10.01,109.07,19.5,,,,,,,,,,,,,,,,,,,,,,
2016,5/27/2016 0:00,148,5,1700,,20.307,67.22,,3.228,,134.08,,2.382,1.6,96.952,,,10.05,109.5,19.55,,,,,,,,,,,,,,,,,,,,,,
2016,5/27/2016 0:00,148,5,1800,,19.605,70.805,,3.892,,143.65,,2.283,1.612,42.95,,,10.06,109.43,19.44,,,,,,,,,,,,,,,,,,,,,,
2016,5/27/2016 0:00,148,5,1900,,18.968,77.418,,3.315,,144.12,,2.193,1.697,1.944,,,10.08,109.31,19.26,,,,,,,,,,,,,,,,,,,,,,
2016,5/27/2016 0:00,148,5,2000,,18.592,80.207,,2.573,,140.98,,2.142,1.716,0,,,10.04,108.67,19.18,,,,,,,,,,,,,,,,,,,,,,
2016,5/27/2016 0:00,148,5,2100,,18.48,82.787,,3.267,,149.82,,2.126,1.76,0,,,10.02,108.37,19.15,,,,,,,,,,,,,,,,,,,,,,
2016,5/27/2016 0:00,148,5,2200,,18.5,83.418,,3.51,,157.75,,2.129,1.776,0,,,10.04,108.26,19,,,,,,,,,,,,,,,,,,,,,,
2016,5/27/2016 0:00,148,5,2300,,18.27,85.372,,3.535,,171.18,,2.098,1.791,0,,,10.02,107.96,18.95,,,,,,,,,,,,,,,,,,,,,,
2016,5/28/2016 0:00,149,5,0,,18.035,87.577,,2.707,,177.37,,2.068,1.81,0,,,10.02,107.8,18.88,,,,,,,,,,,,,,,,,,,,,,
2016,5/28/2016 0:00,149,5,100,,18.09,88.092,,1.905,,173.15,,2.075,1.827,0,,,10.04,108.32,19.01,,,,,,,,,,,,,,,,,,,,,,
2016,5/28/2016 0:00,149,5,200,,18.075,89.117,,1.62,,172.52,,2.073,1.847,0,,,9.97,107.84,19.15,,,,,,,,,,,,,,,,,,,,,,
2016,5/28/2016 0:00,149,5,300,,18.207,89.143,,1.667,,171.92,,2.09,1.863,0,,,9.96,107.55,19.1,,,,,,,,,,,,,,,,,,,,,,
2016,5/28/2016 0:00,149,5,400,,18.308,88.983,,1.3,,170.53,,2.103,1.872,0.022,,,9.93,107.21,19.1,,,,,,,,,,,,,,,,,,,,,,
2016,5/28/2016 0:00,149,5,500,,18.387,89.207,,0.66,,148.23,,2.113,1.886,22.78,,,9.89,106.86,19.13,,,,,,,,,,,,,,,,,,,,,,
2016,5/28/2016 0:00,149,5,600,,18.557,89.138,,1.197,,192.27,,2.136,1.904,93.648,,,9.89,106.97,19.14,,,,,,,,,,,,,,,,,,,,,,
2016,5/28/2016 0:00,149,5,700,,19.215,85.832,,0.863,,146.6,,2.226,1.91,142.342,,,9.96,107.61,19.11,,,,,,,,,,,,,,,,,,,,,,
2016,5/28/2016 0:00,149,5,800,,19.432,85.737,,1.003,,67.18,,2.256,1.934,157.275,,,9.93,107.37,19.13,,,,,,,,,,,,,,,,,,,,,,
2016,5/28/2016 0:00,149,5,900,,19.597,85.493,,2.5,,142,,2.28,1.951,126.866,,,9.91,107.43,19.29,,,,,,,,,,,,,,,,,,,,,,
2016,5/28/2016 0:00,149,5,1000,,19.248,83.452,,1.428,,181.92,,2.229,1.86,201.492,,,9.91,107.54,19.34,,,,,,,,,,,,,,,,,,,,,,
2016,5/28/2016 0:00,149,5,1100,,19.705,81.915,,1.677,,143.68,,2.298,1.88,158.307,,,9.9,107.63,19.43,,,,,,,,,,,,,,,,,,,,,,
2016,5/28/2016 0:00,149,5,1200,,18.517,88.07,,1.452,,200.23,,2.132,1.878,88.079,,,9.89,107.45,19.37,,,,,,,,,,,,,,,,,,,,,,
2016,5/28/2016 0:00,149,5,1300,,18.287,89.023,,0.848,,181.22,,2.1,1.87,93.808,,,9.83,106.88,19.4,,,,,,,,,,,,,,,,,,,,,,
2016,5/28/2016 0:00,149,5,1400,,18.31,89.808,,1.292,,162.57,,2.103,1.889,40.649,,,9.85,107.09,19.4,,,,,,,,,,,,,,,,,,,,,,
2016,5/28/2016 0:00,149,5,1500,,18.343,88.975,,1.442,,308.9,,2.108,1.876,75.052,,,9.83,106.96,19.46,,,,,,,,,,,,,,,,,,,,,,
2016,5/28/2016 0:00,149,5,1600,,18.522,88.205,,1.453,,232.23,,2.131,1.88,176.098,,,9.85,107.22,19.48,,,,,,,,,,,,,,,,,,,,,,
2016,5/28/2016 0:00,149,5,1700,,19.542,82.377,,1.275,,255.72,,2.27,1.871,254.42,,,9.84,107.34,19.59,,,,,,,,,,,,,,,,,,,,,,
2016,5/28/2016 0:00,149,5,1800,,19.668,82.678,,0.797,,204.1,,2.292,1.89,101.007,,,9.84,107.49,19.65,,,,,,,,,,,,,,,,,,,,,,
2016,5/28/2016 0:00,149,5,1900,,18.48,88.6,,0.997,,84.7,,2.127,1.884,6.343,,,9.85,107.46,19.59,,,,,,,,,,,,,,,,,,,,,,
2016,5/28/2016 0:00,149,5,2000,,17.902,90.033,,0.595,,78,,2.05,1.846,0,,,9.86,107.47,19.54,,,,,,,,,,,,,,,,,,,,,,
2016,5/28/2016 0:00,149,5,2100,,17.532,88.465,,1.265,,175.92,,2.003,1.774,0,,,9.85,107.15,19.46,,,,,,,,,,,,,,,,,,,,,,
2016,5/28/2016 0:00,149,5,2200,,15.892,83.655,,1.778,,154.7,,1.805,1.509,0,,,9.85,107.13,19.42,,,,,,,,,,,,,,,,,,,,,,
2016,5/28/2016 0:00,149,5,2300,,15.532,87.05,,1.057,,108.1,,1.763,1.535,0,,,9.8,106.48,19.38,,,,,,,,,,,,,,,,,,,,,,
2016,5/29/2016 0:00,150,5,0,,15.545,87.462,,1.912,,138.58,,1.765,1.544,0,,,9.77,106.07,19.36,,,,,,,,,,,,,,,,,,,,,,
2016,5/29/2016 0:00,150,5,100,,15.638,88.15,,1.708,,189.17,,1.776,1.565,0,,,9.75,105.82,19.31,,,,,,,,,,,,,,,,,,,,,,
2016,5/29/2016 0:00,150,5,200,,15.985,88.217,,1.922,,216.15,,1.816,1.602,0,,,9.77,105.87,19.28,,,,,,,,,,,,,,,,,,,,,,
2016,5/29/2016 0:00,150,5,300,,15.507,88.067,,2.538,,219.28,,1.761,1.551,0,,,9.78,105.84,19.21,,,,,,,,,,,,,,,,,,,,,,
2016,5/29/2016 0:00,150,5,400,,15.445,87.972,,2.147,,210.17,,1.754,1.543,0.597,,,9.74,105.29,19.15,,,,,,,,,,,,,,,,,,,,,,
2016,5/29/2016 0:00,150,5,500,,15.647,88.23,,2.157,,199.97,,1.777,1.567,33.74,,,9.71,104.95,19.13,,,,,,,,,,,,,,,,,,,,,,
2016,5/29/2016 0:00,150,5,600,,15.807,87.708,,2.223,,204.02,,1.795,1.574,96.723,,,9.72,105.04,19.11,,,,,,,,,,,,,,,,,,,,,,
2016,5/29/2016 0:00,150,5,700,,15.855,87.915,,1.615,,248.23,,1.801,1.583,42.076,,,9.71,104.87,19.09,,,,,,,,,,,,,,,,,,,,,,
2016,5/29/2016 0:00,150,5,800,,15.95,87.24,,1.405,,267.53,,1.811,1.58,192.564,,,9.72,104.94,19.07,,,,,,,,,,,,,,,,,,,,,,
2016,5/29/2016 0:00,150,5,900,,16.415,84.485,,1.852,,249.73,,1.865,1.576,226.942,,,9.73,105.21,19.13,,,,,,,,,,,,,,,,,,,,,,
2016,5/29/2016 0:00,150,5,1000,,16.917,79.65,,2.357,,249.12,,1.925,1.535,339.95,,,9.78,105.83,19.21,,,,,,,,,,,,,,,,,,,,,,
2016,5/29/2016 0:00,150,5,1100,,17.655,74.02,,2.605,,248.12,,2.018,1.494,579.466,,,9.74,105.84,19.38,,,,,,,,,,,,,,,,,,,,,,
2016,5/29/2016 0:00,150,5,1200,,18.405,71.538,,2.45,,257.38,,2.116,1.513,409.322,,,9.75,106.19,19.49,,,,,,,,,,,,,,,,,,,,,,
2016,5/29/2016 0:00,150,5,1300,,18.26,75.263,,2.592,,249.88,,2.097,1.577,335.822,,,9.75,106.35,19.6,,,,,,,,,,,,,,,,,,,,,,
2016,5/29/2016 0:00,150,5,1400,,17.815,78.612,,2.613,,279.37,,2.041,1.601,425.388,,,9.76,106.62,19.66,,,,,,,,,,,,,,,,,,,,,,
2016,5/29/2016 0:00,150,5,1500,,18.54,72.053,,2.938,,285.72,,2.133,1.54,470.905,,,9.79,107.14,19.75,,,,,,,,,,,,,,,,,,,,,,
2016,5/29/2016 0:00,150,5,1600,,18.187,69.585,,3.542,,313.53,,2.089,1.453,164.688,,,9.9,108.02,19.57,,,,,,,,,,,,,,,,,,,,,,
2016,5/29/2016 0:00,150,5,1700,,18.005,70.09,,3.002,,291.48,,2.064,1.446,119.844,,,9.93,108.03,19.46,,,,,,,,,,,,,,,,,,,,,,
2016,5/29/2016 0:00,150,5,1800,,18.09,71.267,,1.927,,315.87,,2.074,1.478,108.464,,,9.85,107.11,19.45,,,,,,,,,,,,,,,,,,,,,,
2016,5/29/2016 0:00,150,5,1900,,17.173,75.928,,0.843,,273.82,,1.96,1.485,6.917,,,9.81,106.79,19.47,,,,,,,,,,,,,,,,,,,,,,
2016,5/29/2016 0:00,150,5,2000,,15.227,86.045,,0.747,,229.72,,1.73,1.488,0,,,9.79,106.59,19.5,,,,,,,,,,,,,,,,,,,,,,
2016,5/29/2016 0:00,150,5,2100,,14.133,88.5,,0.855,,238.53,,1.611,1.426,0,,,9.73,105.79,19.43,,,,,,,,,,,,,,,,,,,,,,
2016,5/29/2016 0:00,150,5,2200,,13.752,87.618,,0.835,,238.85,,1.572,1.377,0,,,9.72,105.66,19.43,,,,,,,,,,,,,,,,,,,,,,
2016,5/29/2016 0:00,150,5,2300,,13.26,88.113,,1.025,,220.87,,1.522,1.341,0,,,9.68,105.13,19.37,,,,,,,,,,,,,,,,,,,,,,
2016,5/30/2016 0:00,151,5,0,,12.745,88.907,,0.888,,214.07,,1.472,1.309,0,,,9.65,104.76,19.33,,,,,,,,,,,,,,,,,,,,,,
2016,5/30/2016 0:00,151,5,100,,12.432,89.382,,0.837,,216.58,,1.442,1.289,0,,,9.63,104.38,19.26,,,,,,,,,,,,,,,,,,,,,,
2016,5/30/2016 0:00,151,5,200,,12.482,88.818,,0.788,,209.28,,1.447,1.285,0,,,9.6,103.88,19.2,,,,,,,,,,,,,,,,,,,,,,
2016,5/30/2016 0:00,151,5,300,,12.628,86.733,,0.908,,217.92,,1.461,1.267,0,,,9.63,104.08,19.14,,,,,,,,,,,,,,,,,,,,,,
2016,5/30/2016 0:00,151,5,400,,12.262,87.447,,0.853,,213.45,,1.426,1.247,15.478,,,9.61,103.77,19.09,,,,,,,,,,,,,,,,,,,,,,
2016,5/30/2016 0:00,151,5,500,,13.8,79.697,,0.897,,233.77,,1.577,1.256,157.28,,,9.62,103.75,19.04,,,,,,,,,,,,,,,,,,,,,,
2016,5/30/2016 0:00,151,5,600,,15.247,72.565,,1.14,,272.42,,1.731,1.256,297.614,,,9.63,104.02,19.07,,,,,,,,,,,,,,,,,,,,,,
2016,5/30/2016 0:00,151,5,700,,17.05,63.718,,2.487,,310.77,,1.942,1.237,479.286,,,9.73,105.18,19.14,,,,,,,,,,,,,,,,,,,,,,
2016,5/30/2016 0:00,151,5,800,,18.733,56.167,,3.062,,303.18,,2.157,1.213,634.744,,,9.75,105.74,19.27,,,,,,,,,,,,,,,,,,,,,,
2016,5/30/2016 0:00,151,5,900,,19.842,49.52,,3.3,,288.5,,2.313,1.146,757.044,,,9.75,106.06,19.43,,,,,,,,,,,,,,,,,,,,,,
2016,5/30/2016 0:00,151,5,1000,,20.663,43.168,,2.935,,284.02,,2.433,1.053,850.249,,,9.73,106.24,19.64,,,,,,,,,,,,,,,,,,,,,,
2016,5/30/2016 0:00,151,5,1100,,21.435,38.845,,3.258,,297.02,,2.552,0.992,782.876,,,9.71,106.26,19.74,,,,,,,,,,,,,,,,,,,,,,
2016,5/30/2016 0:00,151,5,1200,,22.072,36.123,,3.202,,276.95,,2.655,0.959,855.229,,,9.73,106.76,19.89,,,,,,,,,,,,,,,,,,,,,,
2016,5/30/2016 0:00,151,5,1300,,22.718,33.602,,2.798,,272.7,,2.761,0.928,588.614,,,9.73,107.27,20.1,,,,,,,,,,,,,,,,,,,,,,
2016,5/30/2016 0:00,151,5,1400,,23.243,32.233,,3.15,,262.67,,2.849,0.919,723.719,,,9.76,107.78,20.22,,,,,,,,,,,,,,,,,,,,,,
2016,5/30/2016 0:00,151,5,1500,,23.757,31.19,,2.272,,249.73,,2.939,0.918,537.605,,,9.7,107.59,20.43,,,,,,,,,,,,,,,,,,,,,,
2016,5/30/2016 0:00,151,5,1600,,24.095,29.942,,2.24,,290.32,,3,0.899,429.536,,,9.66,107.54,20.6,,,,,,,,,,,,,,,,,,,,,,
2016,5/30/2016 0:00,151,5,1700,,23.197,34.828,,0.963,,189.53,,2.843,0.989,210.595,,,9.62,107.08,20.62,,,,,,,,,,,,,,,,,,,,,,
2016,5/30/2016 0:00,151,5,1800,,21.34,52.307,,0.437,,202.87,,2.543,1.317,62.347,,,9.61,106.92,20.6,,,,,,,,,,,,,,,,,,,,,,
2016,5/30/2016 0:00,151,5,1900,,18.647,67.202,,0.588,,189.07,,2.151,1.439,6.983,,,9.6,106.71,20.55,,,,,,,,,,,,,,,,,,,,,,
2016,5/30/2016 0:00,151,5,2000,,16.042,77.017,,1.01,,183.13,,1.823,1.403,0,,,9.59,106.5,20.47,,,,,,,,,,,,,,,,,,,,,,
2016,5/30/2016 0:00,151,5,2100,,14.828,80.672,,0.917,,147.97,,1.686,1.36,0,,,9.59,106.26,20.38,,,,,,,,,,,,,,,,,,,,,,
2016,5/30/2016 0:00,151,5,2200,,15.502,74.32,,0.732,,116.32,,1.761,1.306,0,,,9.56,105.81,20.33,,,,,,,,,,,,,,,,,,,,,,
2016,5/30/2016 0:00,151,5,2300,,16.05,64.938,,1.672,,73.88,,1.823,1.182,0,,,9.58,105.98,20.27,,,,,,,,,,,,,,,,,,,,,,
2016,5/31/2016 0:00,152,5,0,,15.378,62.972,,2.46,,83.52,,1.747,1.099,0,,,9.65,106.45,20.16,,,,,,,,,,,,,,,,,,,,,,
2016,5/31/2016 0:00,152,5,100,,14.167,68.402,,1.973,,96.6,,1.615,1.104,0,,,9.6,105.67,20.04,,,,,,,,,,,,,,,,,,,,,,
2016,5/31/2016 0:00,152,5,200,,13.1,74.695,,2.198,,109.97,,1.507,1.125,0,,,9.59,105.31,19.93,,,,,,,,,,,,,,,,,,,,,,
2016,5/31/2016 0:00,152,5,300,,12.318,78.637,,2.667,,123.68,,1.431,1.125,0,,,9.58,105.06,19.85,,,,,,,,,,,,,,,,,,,,,,
2016,5/31/2016 0:00,152,5,400,,11.772,80.682,,2.505,,110.07,,1.381,1.114,25.492,,,9.55,104.54,19.76,,,,,,,,,,,,,,,,,,,,,,
2016,5/31/2016 0:00,152,5,500,,11.417,78.783,,3.307,,104.4,,1.349,1.063,85.623,,,9.57,104.53,19.66,,,,,,,,,,,,,,,,,,,,,,
2016,5/31/2016 0:00,152,5,600,,11.715,75.847,,3.452,,117.53,,1.376,1.043,125.992,,,9.58,104.52,19.61,,,,,,,,,,,,,,,,,,,,,,
2016,5/31/2016 0:00,152,5,700,,12.413,71.157,,3.815,,129.27,,1.44,1.025,227.265,,,9.63,104.98,19.57,,,,,,,,,,,,,,,,,,,,,,
2016,5/31/2016 0:00,152,5,800,,13.05,69.613,,4.433,,150.25,,1.502,1.045,204.233,,,9.66,105.29,19.54,,,,,,,,,,,,,,,,,,,,,,
2016,5/31/2016 0:00,152,5,900,,14.098,67.37,,4.408,,144.97,,1.608,1.083,332.97,,,9.71,105.75,19.52,,,,,,,,,,,,,,,,,,,,,,
2016,5/31/2016 0:00,152,5,1000,,15.522,64.282,,4.653,,143.37,,1.763,1.133,634.795,,,9.74,106.19,19.55,,,,,,,,,,,,,,,,,,,,,,
2016,5/31/2016 0:00,152,5,1100,,17.657,59.297,,4.74,,148.53,,2.02,1.197,699.038,,,9.74,106.4,19.66,,,,,,,,,,,,,,,,,,,,,,
2016,5/31/2016 0:00,152,5,1200,,19.593,54.103,,6.082,,164.08,,2.279,1.233,760.3,,,9.77,107.04,19.82,,,,,,,,,,,,,,,,,,,,,,
2016,5/31/2016 0:00,152,5,1300,,21.165,51.417,,5.602,,172.73,,2.512,1.291,716.5,,,9.87,108.15,19.81,,,,,,,,,,,,,,,,,,,,,,
2016,5/31/2016 0:00,152,5,1400,,21.332,50.805,,6.57,,172.68,,2.537,1.289,449.583,,,9.89,108.31,19.8,,,,,,,,,,,,,,,,,,,,,,
2016,5/31/2016 0:00,152,5,1500,,21.058,53.3,,5.958,,171.85,,2.495,1.329,304.118,,,9.87,108.22,19.85,,,,,,,,,,,,,,,,,,,,,,
2016,5/31/2016 0:00,152,5,1600,,20.405,56.348,,5.847,,179.57,,2.396,1.35,211.967,,,9.86,108.23,19.92,,,,,,,,,,,,,,,,,,,,,,
2016,5/31/2016 0:00,152,5,1700,,19.733,59.593,,5.792,,183.8,,2.299,1.37,111.245,,,9.86,108.25,19.89,,,,,,,,,,,,,,,,,,,,,,
2016,5/31/2016 0:00,152,5,1800,,18.527,65.018,,3.277,,186.45,,2.133,1.385,9.183,,,9.86,108,19.77,,,,,,,,,,,,,,,,,,,,,,
2016,5/31/2016 0:00,152,5,1900,,16.762,76.803,,2.263,,154.67,,1.909,1.463,0,,,9.74,106.88,19.89,,,,,,,,,,,,,,,,,,,,,,
2016,5/31/2016 0:00,152,5,2000,,15.327,84.788,,2.292,,164.05,,1.74,1.476,0,,,9.7,106.31,19.79,,,,,,,,,,,,,,,,,,,,,,
2016,5/31/2016 0:00,152,5,2100,,14.958,85.692,,2.798,,149.1,,1.699,1.456,0,,,9.78,106.68,19.61,,,,,,,,,,,,,,,,,,,,,,
2016,5/31/2016 0:00,152,5,2200,,14.74,85.998,,3.1,,170.78,,1.676,1.441,0,,,9.75,106.45,19.61,,,,,,,,,,,,,,,,,,,,,,
2016,5/31/2016 0:00,152,5,2300,,14.885,87.59,,3.235,,181.28,,1.691,1.482,0,,,9.59,104.75,19.65,,,,,,,,,,,,,,,,,,,,,,
2016,6/1/2016 0:00,153,6,0,,15.365,87.558,,3.663,,184.17,,1.745,1.528,0,,,9.55,104.15,19.58,,,,,,,,,,,,,,,,,,,,,,
2016,6/1/2016 0:00,153,6,100,,15.597,87.158,,3.253,,180.4,,1.771,1.543,0,,,9.59,104.35,19.47,,,,,,,,,,,,,,,,,,,,,,
2016,6/1/2016 0:00,153,6,200,,15.517,87.803,,3.348,,190.18,,1.762,1.547,0,,,9.61,104.4,19.4,,,,,,,,,,,,,,,,,,,,,,
2016,6/1/2016 0:00,153,6,300,,15.585,87.678,,3.1,,198.92,,1.769,1.551,0,,,9.56,103.82,19.37,,,,,,,,,,,,,,,,,,,,,,
2016,6/1/2016 0:00,153,6,400,,15.648,87.483,,2.878,,202.23,,1.777,1.554,5.108,,,9.49,103.02,19.36,,,,,,,,,,,,,,,,,,,,,,
2016,6/1/2016 0:00,153,6,500,,15.71,86.94,,2.757,,206.07,,1.784,1.551,54.283,,,9.49,102.95,19.32,,,,,,,,,,,,,,,,,,,,,,
2016,6/1/2016 0:00,153,6,600,,15.865,85.75,,3.415,,192.7,,1.802,1.545,131.875,,,9.41,102.19,19.35,,,,,,,,,,,,,,,,,,,,,,
2016,6/1/2016 0:00,153,6,700,,16.518,80.758,,3.83,,196.38,,1.878,1.517,361.997,,,9.49,103.04,19.38,,,,,,,,,,,,,,,,,,,,,,
2016,6/1/2016 0:00,153,6,800,,17.542,73.295,,4.548,,201.43,,2.005,1.468,513.23,,,9.56,103.96,19.42,,,,,,,,,,,,,,,,,,,,,,
2016,6/1/2016 0:00,153,6,900,,18.643,66.84,,4.91,,202.22,,2.148,1.435,529.91,,,9.6,104.65,19.52,,,,,,,,,,,,,,,,,,,,,,
2016,6/1/2016 0:00,153,6,1000,,19.648,58.783,,6.027,,201.65,,2.287,1.344,774.925,,,9.63,105.18,19.67,,,,,,,,,,,,,,,,,,,,,,
2016,6/1/2016 0:00,153,6,1100,,20.233,55.067,,4.573,,218.7,,2.371,1.306,455.345,,,9.65,105.47,19.68,,,,,,,,,,,,,,,,,,,,,,
2016,6/1/2016 0:00,153,6,1200,,20.9,46.975,,4.803,,223.38,,2.471,1.16,686.373,,,9.65,105.67,19.77,,,,,,,,,,,,,,,,,,,,,,
2016,6/1/2016 0:00,153,6,1300,,21.203,42.993,,4.513,,230.87,,2.518,1.082,743.793,,,9.65,105.87,19.87,,,,,,,,,,,,,,,,,,,,,,
2016,6/1/2016 0:00,153,6,1400,,20.045,47.545,,3.922,,248.52,,2.344,1.114,773.632,,,9.63,105.81,19.97,,,,,,,,,,,,,,,,,,,,,,
2016,6/1/2016 0:00,153,6,1500,,18.48,50.153,,3.612,,249.37,,2.127,1.066,378.773,,,9.6,105.58,20.02,,,,,,,,,,,,,,,,,,,,,,
2016,6/1/2016 0:00,153,6,1600,,17.56,51.955,,2.938,,249.02,,2.007,1.042,87.79,,,9.57,105.19,19.96,,,,,,,,,,,,,,,,,,,,,,
2016,6/1/2016 0:00,153,6,1700,,16.645,54.373,,3.422,,232.37,,1.894,1.03,75.805,,,9.53,104.58,19.86,,,,,,,,,,,,,,,,,,,,,,
2016,6/1/2016 0:00,153,6,1800,,15.893,58.687,,2.518,,230.17,,1.805,1.059,47.095,,,9.49,103.94,19.81,,,,,,,,,,,,,,,,,,,,,,
2016,6/1/2016 0:00,153,6,1900,,15.58,60.067,,1.988,,240.1,,1.769,1.063,4.17,,,9.47,103.6,19.74,,,,,,,,,,,,,,,,,,,,,,
2016,6/1/2016 0:00,153,6,2000,,14.732,62.97,,1.575,,258.92,,1.675,1.054,0,,,9.47,103.49,19.68,,,,,,,,,,,,,,,,,,,,,,
2016,6/1/2016 0:00,153,6,2100,,13.625,67.72,,1.548,,221.3,,1.559,1.056,0,,,9.47,103.35,19.62,,,,,,,,,,,,,,,,,,,,,,
2016,6/1/2016 0:00,153,6,2200,,12.847,71.87,,1.813,,216.17,,1.482,1.065,0,,,9.57,104.35,19.57,,,,,,,,,,,,,,,,,,,,,,
2016,6/1/2016 0:00,153,6,2300,,11.98,76.308,,1.99,,215.38,,1.4,1.068,0,,,9.58,104.38,19.5,,,,,,,,,,,,,,,,,,,,,,
2016,6/2/2016 0:00,154,6,0,,12.008,78.097,,2.123,,224.45,,1.402,1.095,0,,,9.55,103.8,19.42,,,,,,,,,,,,,,,,,,,,,,
2016,6/2/2016 0:00,154,6,100,,12.303,77.605,,2.043,,246.38,,1.43,1.11,0,,,9.55,103.72,19.34,,,,,,,,,,,,,,,,,,,,,,
2016,6/2/2016 0:00,154,6,200,,12.065,79.392,,1.963,,256.08,,1.408,1.117,0,,,9.47,102.71,19.29,,,,,,,,,,,,,,,,,,,,,,
2016,6/2/2016 0:00,154,6,300,,11.885,81.2,,1.638,,254.98,,1.391,1.129,0,,,9.39,101.76,19.26,,,,,,,,,,,,,,,,,,,,,,
